GEOID,NAME,ABBR,year,indicator_id,category,dimension,indicator_label,value_pwd,value_pwod,value_raw,direction,transform,weight,notes,value_transformed,value_winsor,z_score,score_100_unadjusted,score_100
21,Kentucky,KY,2023,rel_score_home,CL,relative,Living at Home: Relative,94.24019989759076,NA,94.24019989759076,higher_better,none,1,NA,94.24019989759076,94.24019989759076,0.7225849919684738,76.50325542680444,76.50325542680444
22,Louisiana,LA,2023,rel_score_home,CL,relative,Living at Home: Relative,94.23692247905932,NA,94.23692247905932,higher_better,none,1,NA,94.23692247905932,94.23692247905932,0.720709227995923,76.44557831982564,76.44557831982564
23,Maine,ME,2023,rel_score_home,CL,relative,Living at Home: Relative,92.15602259436068,NA,92.15602259436068,higher_better,none,1,NA,92.15602259436068,92.15602259436068,-0.47025158361843056,31.90876420568073,31.90876420568073
24,Maryland,MD,2023,rel_score_home,CL,relative,Living at Home: Relative,92.97545768925993,NA,92.97545768925993,higher_better,none,1,NA,92.97545768925993,92.97545768925993,-0.001264539665651566,49.949552179657545,49.949552179657545
25,Massachusetts,MA,2023,rel_score_home,CL,relative,Living at Home: Relative,91.46010977436406,NA,91.46010977436406,higher_better,none,1,NA,91.46010977436406,91.46010977436406,-0.8685431607435068,19.254852755185553,19.254852755185553
26,Michigan,MI,2023,rel_score_home,CL,relative,Living at Home: Relative,93.8678970883739,NA,93.8678970883739,higher_better,none,1,NA,93.8678970883739,93.8678970883739,0.509505035988068,69.480086535061,69.480086535061
27,Minnesota,MN,2023,rel_score_home,CL,relative,Living at Home: Relative,90.02488048058392,NA,90.02488048058392,higher_better,none,1,NA,90.02488048058392,90.02488048058392,-1.6899675152460953,4.5517084794330085,4.5517084794330085
28,Mississippi,MS,2023,rel_score_home,CL,relative,Living at Home: Relative,93.97301649012292,NA,93.97301649012292,higher_better,none,1,NA,93.97301649012292,93.97301649012292,0.5696679919015193,71.55485482829805,71.55485482829805
29,Missouri,MO,2023,rel_score_home,CL,relative,Living at Home: Relative,92.91769043089666,NA,92.91769043089666,higher_better,none,1,NA,92.91769043089666,92.91769043089666,-0.03432645744985108,48.630841365197085,48.630841365197085
30,Montana,MT,2023,rel_score_home,CL,relative,Living at Home: Relative,92.86459603072458,NA,92.86459603072458,higher_better,none,1,NA,92.86459603072458,92.86459603072458,-0.06471395969639229,47.42008739457113,47.42008739457113
31,Nebraska,NE,2023,rel_score_home,CL,relative,Living at Home: Relative,92.61673092989194,NA,92.61673092989194,higher_better,none,1,NA,92.61673092989194,92.61673092989194,-0.2065745190770599,41.817108092617204,41.817108092617204
32,Nevada,NV,2023,rel_score_home,CL,relative,Living at Home: Relative,96.7568402719254,NA,96.7568402719254,higher_better,none,1,NA,96.7568402719254,96.7568402719254,2.1629330283148267,98.47268344970963,98.47268344970963
33,New Hampshire,NH,2023,rel_score_home,CL,relative,Living at Home: Relative,91.52331361197209,NA,91.52331361197209,higher_better,none,1,NA,91.52331361197209,91.52331361197209,-0.8323697271783926,20.260014203805632,20.260014203805632
34,New Jersey,NJ,2023,rel_score_home,CL,relative,Living at Home: Relative,93.60194026998242,NA,93.60194026998242,higher_better,none,1,NA,93.60194026998242,93.60194026998242,0.35729004928208735,63.95626607162242,63.95626607162242
35,New Mexico,NM,2023,rel_score_home,CL,relative,Living at Home: Relative,95.13032878685937,NA,95.13032878685937,higher_better,none,1,NA,95.13032878685937,95.13032878685937,1.2320321942101398,89.10314708945157,89.10314708945157
36,New York,NY,2023,rel_score_home,CL,relative,Living at Home: Relative,91.52685188063836,NA,91.52685188063836,higher_better,none,1,NA,91.52685188063836,91.52685188063836,-0.8303446709258149,20.317196919698993,20.317196919698993
37,North Carolina,NC,2023,rel_score_home,CL,relative,Living at Home: Relative,93.88219779875509,NA,93.88219779875509,higher_better,none,1,NA,93.88219779875509,93.88219779875509,0.5176897573038238,69.76626270986299,69.76626270986299
38,North Dakota,ND,2023,rel_score_home,CL,relative,Living at Home: Relative,89.01623578762927,NA,89.01623578762927,higher_better,none,1,NA,89.01623578762927,89.01623578762927,-2.2672448321342866,1.1687636751624044,1.1687636751624044
39,Ohio,OH,2023,rel_score_home,CL,relative,Living at Home: Relative,92.61313855925796,NA,92.61313855925796,higher_better,none,1,NA,92.61313855925796,92.61313855925796,-0.2086305394927109,41.736833404363196,41.736833404363196
40,Oklahoma,OK,2023,rel_score_home,CL,relative,Living at Home: Relative,93.80595485419008,NA,93.80595485419008,higher_better,none,1,NA,93.80595485419008,93.80595485419008,0.4740536555352072,68.22691771067771,68.22691771067771
41,Oregon,OR,2023,rel_score_home,CL,relative,Living at Home: Relative,92.90700875540963,NA,92.90700875540963,higher_better,none,1,NA,92.90700875540963,92.90700875540963,-0.04043989760185818,48.387121128199695,48.387121128199695
42,Pennsylvania,PA,2023,rel_score_home,CL,relative,Living at Home: Relative,91.98099704828526,NA,91.98099704828526,higher_better,none,1,NA,91.98099704828526,91.98099704828526,-0.5704239023061279,28.419511083822023,28.419511083822023
44,Rhode Island,RI,2023,rel_score_home,CL,relative,Living at Home: Relative,90.17863175303896,NA,90.17863175303896,higher_better,none,1,NA,90.17863175303896,90.17863175303896,-1.6019710952471042,5.458100070977477,5.458100070977477
45,South Carolina,SC,2023,rel_score_home,CL,relative,Living at Home: Relative,94.61600665201668,NA,94.61600665201668,higher_better,none,1,NA,94.61600665201668,94.61600665201668,0.9376703598674068,82.57930796988934,82.57930796988934
46,South Dakota,SD,2023,rel_score_home,CL,relative,Living at Home: Relative,87.57071791197161,NA,87.57071791197161,higher_better,none,1,NA,87.57071791197161,87.57071791197161,-3.0945576476403627,0.09855331306223333,0.09855331306223333
47,Tennessee,TN,2023,rel_score_home,CL,relative,Living at Home: Relative,94.5193332834092,NA,94.5193332834092,higher_better,none,1,NA,94.5193332834092,94.5193332834092,0.882341319587828,81.12038708970056,81.12038708970056
48,Texas,TX,2023,rel_score_home,CL,relative,Living at Home: Relative,94.11046822449106,NA,94.11046822449106,higher_better,none,1,NA,94.11046822449106,94.11046822449106,0.6483357021189141,74.16160763797164,74.16160763797164
49,Utah,UT,2023,rel_score_home,CL,relative,Living at Home: Relative,94.84658737799003,NA,94.84658737799003,higher_better,none,1,NA,94.84658737799003,94.84658737799003,1.0696385581296806,85.76089838298549,85.76089838298549
50,Vermont,VT,2023,rel_score_home,CL,relative,Living at Home: Relative,91.28818522111706,NA,91.28818522111706,higher_better,none,1,NA,91.28818522111706,91.28818522111706,-0.9669406891287468,16.678684217735047,16.678684217735047
51,Virginia,VA,2023,rel_score_home,CL,relative,Living at Home: Relative,93.7516321867045,NA,93.7516321867045,higher_better,none,1,NA,93.7516321867045,93.7516321867045,0.442963179422729,67.11038161721635,67.11038161721635
53,Washington,WA,2023,rel_score_home,CL,relative,Living at Home: Relative,93.90746419031196,NA,93.90746419031196,higher_better,none,1,NA,93.90746419031196,93.90746419031196,0.5321504636628386,70.26891056920545,70.26891056920545
54,West Virginia,WV,2023,rel_score_home,CL,relative,Living at Home: Relative,94.53902747204272,NA,94.53902747204272,higher_better,none,1,NA,94.53902747204272,94.53902747204272,0.8936128887063313,81.42354760311174,81.42354760311174
55,Wisconsin,WI,2023,rel_score_home,CL,relative,Living at Home: Relative,92.56486269656448,NA,92.56486269656448,higher_better,none,1,NA,92.56486269656448,92.56486269656448,-0.2362602496184071,40.66153650322975,40.66153650322975
56,Wyoming,WY,2023,rel_score_home,CL,relative,Living at Home: Relative,94.57151788026064,NA,94.57151788026064,higher_better,none,1,NA,94.57151788026064,94.57151788026064,0.9122081143706859,81.91704133972426,81.91704133972426
72,Puerto Rico,PR,2023,rel_score_home,CL,relative,Living at Home: Relative,NA,NA,NA,higher_better,none,1,NA,NA,NA,NA,NA,NA
000,United States,USA,2023,eq_score_home,CL,equity,Living at Home: Equity,93.19508297564455,98.24051785395888,5.045434878314325,lower_better,none,1,NA,5.045434878314325,5.045434878314325,-0.009347323691392363,49.62710116727987,50.37289883272013
01,Alabama,AL,2023,eq_score_home,CL,equity,Living at Home: Equity,94.12682273532332,97.94470502975796,3.817882294434625,lower_better,none,1,NA,3.817882294434625,3.817882294434625,-0.7717154505900924,22.01414888285577,77.98585111714422
02,Alaska,AK,2023,eq_score_home,CL,equity,Living at Home: Equity,93.93812231785394,96.19722164464528,2.259099326791329,lower_better,none,1,NA,2.259099326791329,2.259099326791329,-1.7397932884680964,4.094766070312206,95.9052339296878
04,Arizona,AZ,2023,eq_score_home,CL,equity,Living at Home: Equity,94.7950572485378,98.24453198720478,3.449474738666978,lower_better,none,1,NA,3.449474738666978,3.449474738666978,-1.0005139411103436,15.853092718515057,84.14690728148494
05,Arkansas,AR,2023,eq_score_home,CL,equity,Living at Home: Equity,94.8902284350709,97.7682585600732,2.8780301250022973,lower_better,none,1,NA,2.8780301250022973,2.8780301250022973,-1.355408033198042,8.764379581659707,91.23562041834029
06,California,CA,2023,eq_score_home,CL,equity,Living at Home: Equity,92.43445378689928,98.49382060401308,6.059366817113798,lower_better,none,1,NA,6.059366817113798,6.059366817113798,0.6203522941793765,73.24870634576864,26.75129365423136
08,Colorado,CO,2023,eq_score_home,CL,equity,Living at Home: Equity,93.10021290652917,98.51370257016734,5.413489663638174,lower_better,none,1,NA,5.413489663638174,5.413489663638174,0.2192320797233492,58.67653663744531,41.32346336255469
09,Connecticut,CT,2023,eq_score_home,CL,equity,Living at Home: Equity,91.36883466859334,98.19132613458451,6.822491465991192,lower_better,none,1,NA,6.822491465991192,6.822491465991192,1.094288740401628,86.30858190105853,13.691418098941469
10,Delaware,DE,2023,eq_score_home,CL,equity,Living at Home: Equity,94.40488250197636,98.25876594991271,3.85388344793634,lower_better,none,1,NA,3.85388344793634,3.85388344793634,-0.7493570340776599,22.68210201622594,77.31789798377406
11,District of Columbia,DC,2023,eq_score_home,CL,equity,Living at Home: Equity,89.75814847163305,96.06490418597564,6.306755714342586,lower_better,none,1,NA,6.306755714342586,6.306755714342586,0.7739924825285945,78.05323815970254,21.946761840297455
12,Florida,FL,2023,eq_score_home,CL,equity,Living at Home: Equity,93.7714560081748,98.49985452390813,4.728398515733332,lower_better,none,1,NA,4.728398515733332,4.728398515733332,-0.20624187719048306,41.830098883241206,58.169901116758794
13,Georgia,GA,2023,eq_score_home,CL,equity,Living at Home: Equity,94.65702645761549,98.14601342535748,3.4889869677419796,lower_better,none,1,NA,3.4889869677419796,3.4889869677419796,-0.9759749808530996,16.453843140920345,83.54615685907966
15,Hawaii,HI,2023,eq_score_home,CL,equity,Living at Home: Equity,93.11094770249044,97.86298264842938,4.752034945938945,lower_better,none,1,NA,4.752034945938945,4.752034945938945,-0.19156253778045657,42.404244475005896,57.595755524994104
16,Idaho,ID,2023,eq_score_home,CL,equity,Living at Home: Equity,94.07330970911096,97.93621746139844,3.8629077522874553,lower_better,none,1,NA,3.8629077522874553,3.8629077522874553,-0.7437525148944738,22.851310625325894,77.1486893746741
17,Illinois,IL,2023,eq_score_home,CL,equity,Living at Home: Equity,92.4485778784655,98.56316763627966,6.114589757814159,lower_better,none,1,NA,6.114589757814159,6.114589757814159,0.654648348308898,74.36529060887061,25.63470939112939
18,Indiana,IN,2023,eq_score_home,CL,equity,Living at Home: Equity,92.93047338350463,98.13270768463931,5.2022343011346805,lower_better,none,1,NA,5.2022343011346805,5.2022343011346805,0.08803252287823281,53.50745865198071,46.49254134801929
19,Iowa,IA,2023,eq_score_home,CL,equity,Living at Home: Equity,90.26699818987026,97.93812226698914,7.671124077118876,lower_better,none,1,NA,7.671124077118876,7.671124077118876,1.6213296693741408,94.75265223669034,5.247347763309662
20,Kansas,KS,2023,eq_score_home,CL,equity,Living at Home: Equity,91.02529003157576,98.03901269845822,7.013722666882472,lower_better,none,1,NA,7.013722666882472,7.013722666882472,1.2130523472259545,88.74450963363904,11.25549036636096
21,Kentucky,KY,2023,eq_score_home,CL,equity,Living at Home: Equity,94.24019989759076,97.9730615241888,3.732861626598023,lower_better,none,1,NA,3.732861626598023,3.732861626598023,-0.8245173004965229,20.482284487297708,79.5177155127023
22,Louisiana,LA,2023,eq_score_home,CL,equity,Living at Home: Equity,94.23692247905932,97.9328918858086,3.6959694067492705,lower_better,none,1,NA,3.6959694067492705,3.6959694067492705,-0.8474291112919005,19.83779919743012,80.16220080256988
23,Maine,ME,2023,eq_score_home,CL,equity,Living at Home: Equity,92.15602259436068,98.12418215955502,5.968159565194341,lower_better,none,1,NA,5.968159565194341,5.968159565194341,0.5637082833903215,71.35236604420719,28.647633955792813
24,Maryland,MD,2023,eq_score_home,CL,equity,Living at Home: Equity,92.97545768925993,98.63225068448264,5.656792995222716,lower_better,none,1,NA,5.656792995222716,5.656792995222716,0.37033493886286323,64.44335279770917,35.55664720229083
25,Massachusetts,MA,2023,eq_score_home,CL,equity,Living at Home: Equity,91.46010977436406,97.4150733224759,5.954963548111849,lower_better,none,1,NA,5.954963548111849,5.954963548111849,0.5555129335879468,71.07280669512177,28.92719330487823
26,Michigan,MI,2023,eq_score_home,CL,equity,Living at Home: Equity,93.8678970883739,98.5526493174527,4.684752229078811,lower_better,none,1,NA,4.684752229078811,4.684752229078811,-0.23334828243931274,40.774548463547454,59.225451536452546
27,Minnesota,MN,2023,eq_score_home,CL,equity,Living at Home: Equity,90.02488048058392,98.61968908754748,8.594808606963568,lower_better,none,1,NA,8.594808606963568,8.594808606963568,2.1949813842663928,98.59175334340553,1.4082466565944713
28,Mississippi,MS,2023,eq_score_home,CL,equity,Living at Home: Equity,93.97301649012292,97.43055532989476,3.457538839771857,lower_better,none,1,NA,3.457538839771857,3.457538839771857,-0.9955057534895594,15.974517370032073,84.02548262996793
29,Missouri,MO,2023,eq_score_home,CL,equity,Living at Home: Equity,92.91769043089666,98.12091199988365,5.203221568986976,lower_better,none,1,NA,5.203221568986976,5.203221568986976,0.08864566283914826,53.531824139661,46.468175860339
30,Montana,MT,2023,eq_score_home,CL,equity,Living at Home: Equity,92.86459603072458,98.1280296923359,5.263433661611316,lower_better,none,1,NA,5.263433661611316,5.263433661611316,0.1260402159307882,55.014995465524954,44.985004534475046
31,Nebraska,NE,2023,eq_score_home,CL,equity,Living at Home: Equity,92.61673092989194,98.25859048350156,5.641859553609606,lower_better,none,1,NA,5.641859553609606,5.641859553609606,0.36106056637549017,64.09729144652962,35.902708553470376
32,Nevada,NV,2023,eq_score_home,CL,equity,Living at Home: Equity,96.7568402719254,99.18904099897416,2.432200727048752,lower_better,none,1,NA,2.432200727048752,2.432200727048752,-1.6322891440340472,5.1309294541851225,94.86907054581488
33,New Hampshire,NH,2023,eq_score_home,CL,equity,Living at Home: Equity,91.52331361197209,97.91525552883058,6.391941916858499,lower_better,none,1,NA,6.391941916858499,6.391941916858499,0.8268971372884063,79.58523169335457,20.414768306645428
34,New Jersey,NJ,2023,eq_score_home,CL,equity,Living at Home: Equity,93.60194026998242,98.68618213597972,5.084241865997313,lower_better,none,1,NA,5.084241865997313,5.084241865997313,0.014753648355732986,50.588564059713384,49.411435940286616
35,New Mexico,NM,2023,eq_score_home,CL,equity,Living at Home: Equity,95.13032878685937,98.54760420792998,3.417275421070613,lower_better,none,1,NA,3.417275421070613,3.417275421070613,-1.0205112379803267,15.374303112098712,84.62569688790128
36,New York,NY,2023,eq_score_home,CL,equity,Living at Home: Equity,91.52685188063836,97.7851500927186,6.258298212080263,lower_better,none,1,NA,6.258298212080263,6.258298212080263,0.7438980851732,77.15309330465703,22.846906695342966
37,North Carolina,NC,2023,eq_score_home,CL,equity,Living at Home: Equity,93.88219779875509,97.91747890100756,4.035281102252483,lower_better,none,1,NA,4.035281102252483,4.035281102252483,-0.6367005240748521,26.21599660729953,73.78400339270047
38,North Dakota,ND,2023,eq_score_home,CL,equity,Living at Home: Equity,89.01623578762927,97.53156928945344,8.51533350182416,lower_better,none,1,NA,8.51533350182416,8.51533350182416,2.1456235906892616,98.40484891222138,1.5951510877786177
39,Ohio,OH,2023,eq_score_home,CL,equity,Living at Home: Equity,92.61313855925796,98.3721876616312,5.7590491023732255,lower_better,none,1,NA,5.7590491023732255,5.7590491023732255,0.43384081054283885,66.77979780703647,33.22020219296353
40,Oklahoma,OK,2023,eq_score_home,CL,equity,Living at Home: Equity,93.80595485419008,97.74872280484296,3.942767950652893,lower_better,none,1,NA,3.942767950652893,3.942767950652893,-0.6941555602375936,24.379232923420975,75.62076707657903
41,Oregon,OR,2023,eq_score_home,CL,equity,Living at Home: Equity,92.90700875540963,98.59776605851368,5.69075730310405,lower_better,none,1,NA,5.69075730310405,5.69075730310405,0.3914283780531153,65.22596901967044,34.774030980329556
42,Pennsylvania,PA,2023,eq_score_home,CL,equity,Living at Home: Equity,91.98099704828526,97.58871326660524,5.607716218319965,lower_better,none,1,NA,5.607716218319965,5.607716218319965,0.33985594270994357,63.30174917846597,36.69825082153403
44,Rhode Island,RI,2023,eq_score_home,CL,equity,Living at Home: Equity,90.17863175303896,96.85501610502226,6.676384351983302,lower_better,none,1,NA,6.676384351983302,6.676384351983302,1.0035493225587457,84.22020540866686,15.779794591333143
45,South Carolina,SC,2023,eq_score_home,CL,equity,Living at Home: Equity,94.61600665201668,97.82869071228887,3.212684060272224,lower_better,none,1,NA,3.212684060272224,3.212684060272224,-1.1475721350529116,12.557261923400247,87.44273807659975
46,South Dakota,SD,2023,eq_score_home,CL,equity,Living at Home: Equity,87.57071791197161,97.7554377665104,10.184719854538798,lower_better,none,1,NA,10.184719854538798,10.184719854538798,3.182391354044021,99.9269678475052,0.07303215249480388
47,Tennessee,TN,2023,eq_score_home,CL,equity,Living at Home: Equity,94.5193332834092,98.48586520706668,3.966531923657485,lower_better,none,1,NA,3.966531923657485,3.966531923657485,-0.6793970107260744,24.844317171295685,75.15568282870431
48,Texas,TX,2023,eq_score_home,CL,equity,Living at Home: Equity,94.11046822449106,98.5004664251788,4.389998200687728,lower_better,none,1,NA,4.389998200687728,4.389998200687728,-0.4164044541025689,33.85570348591956,66.14429651408044
49,Utah,UT,2023,eq_score_home,CL,equity,Living at Home: Equity,94.84658737799003,98.7962047420052,3.94961736401514,lower_better,none,1,NA,3.94961736401514,3.94961736401514,-0.6899017510697389,24.512798729535756,75.48720127046424
50,Vermont,VT,2023,eq_score_home,CL,equity,Living at Home: Equity,91.28818522111706,96.99379669729696,5.705611476179897,lower_better,none,1,NA,5.705611476179897,5.705611476179897,0.4006535210353178,65.56623824224246,34.43376175775754
51,Virginia,VA,2023,eq_score_home,CL,equity,Living at Home: Equity,93.7516321867045,97.77671878219004,4.025086595485547,lower_better,none,1,NA,4.025086595485547,4.025086595485547,-0.6430317942221576,26.010173481611513,73.98982651838848
53,Washington,WA,2023,eq_score_home,CL,equity,Living at Home: Equity,93.90746419031196,98.66641799101772,4.758953800705768,lower_better,none,1,NA,4.758953800705768,4.758953800705768,-0.18726560222092525,42.57261956583422,57.42738043416578
54,West Virginia,WV,2023,eq_score_home,CL,equity,Living at Home: Equity,94.53902747204272,97.713471129899645,3.174443657856912,lower_better,none,1,NA,3.174443657856912,3.174443657856912,-1.1713212308912948,12.07348403244796,87.92651596755204
55,Wisconsin,WI,2023,eq_score_home,CL,equity,Living at Home: Equity,92.56486269656448,98.334076913335693,5.7692142167712035,lower_better,none,1,NA,5.7692142167712035,5.7692142167712035,0.4401538266409394,67.00871504465633,32.99128495534367
56,Wyoming,WY,2023,eq_score_home,CL,equity,Living at Home: Equity,94.57151788026064,98.174400804895,3.602882924634372,lower_better,none,1,NA,3.602882924634372,3.602882924634372,-0.9052402127807141,18.266907121055652,81.73309287894435
72,Puerto Rico,PR,2023,eq_score_home,CL,equity,Living at Home: Equity,NA,NA,NA,lower_better,none,1,NA,NA,NA,NA,NA,NA
000,United States,USA,2023,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,2.1293707227903194,NA,2.1293707227903194,lower_better,none,1,NA,2.1293707227903194,2.1293707227903194,-0.06997114557815497,47.21083129118849,52.78916870881151
01,Alabama,AL,2023,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,1.1011471310352272,NA,1.1011471310352272,lower_better,none,1,NA,1.1011471310352272,1.1011471310352272,-1.044407651550164,14.814841252112979,85.18515874788702
02,Alaska,AK,2023,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,3.195568415447675,NA,3.195568415447675,lower_better,none,1,NA,3.195568415447675,3.195568415447675,0.9404530098675143,82.65073789507427,17.349262104925728
04,Arizona,AZ,2023,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,1.8914103539437837,NA,1.8914103539437837,lower_better,none,1,NA,1.8914103539437837,1.8914103539437837,-0.29548364328581167,38.381222280008465,61.618777719991535
05,Arkansas,AR,2023,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,0.8759970753619216,NA,0.8759970753619216,lower_better,none,1,NA,0.8759970753619216,0.8759970753619216,-1.2577799524085904,10.423567393772961,89.57643260622704
06,California,CA,2023,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,3.8111332505738496,NA,3.8111332505738496,lower_better,none,1,NA,3.8111332505738496,3.8111332505738496,1.5238172235943432,93.62228121014144,6.377718789858562
08,Colorado,CO,2023,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,1.992137720201391,NA,1.992137720201391,lower_better,none,1,NA,1.992137720201391,1.992137720201391,-0.20002539508097547,42.07303600252384,57.92696399747616
09,Connecticut,CT,2023,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,3.391106405600835,NA,3.391106405600835,lower_better,none,1,NA,3.391106405600835,3.391106405600835,1.1257622727919327,86.9866921418608,13.0133078581392
10,Delaware,DE,2023,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,1.5246139007412804,NA,1.5246139007412804,lower_better,none,1,NA,1.5246139007412804,1.5246139007412804,-0.6430927208517978,26.008196873723545,73.99180312627645
11,District of Columbia,DC,2023,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,5.360428727794453,NA,5.360428727794453,lower_better,none,1,NA,5.360428727794453,5.360428727794453,2.9920679850499967,99.86145272613346,0.13854727386653565
12,Florida,FL,2023,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,1.4206639831996637,NA,1.4206639831996637,lower_better,none,1,NA,1.4206639831996637,1.4206639831996637,-0.7416049464587142,22.916336285253976,77.08366371474602
13,Georgia,GA,2023,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,1.1538799792667034,NA,1.1538799792667034,lower_better,none,1,NA,1.1538799792667034,1.1538799792667034,-0.9944332950068344,16.0005982671598,83.9994017328402
15,Hawaii,HI,2023,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,3.3786204460350895,NA,3.3786204460350895,lower_better,none,1,NA,3.3786204460350895,3.3786204460350895,1.1139294623891047,86.73452756254859,13.265472437451407
16,Idaho,ID,2023,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,1.3459341530599271,NA,1.3459341530599271,lower_better,none,1,NA,1.3459341530599271,1.3459341530599271,-0.8124256076039713,20.827372868022845,79.17262713197715
17,Illinois,IL,2023,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,1.6949734367920837,NA,1.6949734367920837,lower_better,none,1,NA,1.6949734367920837,1.6949734367920837,-0.481644809717021,31.502914420716554,68.49708557928345
