GEOID,NAME,ABBR,year,indicator_id,category,dimension,indicator_label,value_pwd,value_pwod,value_raw,direction,transform,weight,notes
17,Illinois,IL,2024,rel_score_home,CL,relative,Living at Home: Relative,92.33401663923912,NA,92.33401663923912,higher_better,none,1,NA
18,Indiana,IN,2024,rel_score_home,CL,relative,Living at Home: Relative,93.15297626233739,NA,93.15297626233739,higher_better,none,1,NA
19,Iowa,IA,2024,rel_score_home,CL,relative,Living at Home: Relative,90.5347821549219,NA,90.5347821549219,higher_better,none,1,NA
20,Kansas,KS,2024,rel_score_home,CL,relative,Living at Home: Relative,91.04185826373187,NA,91.04185826373187,higher_better,none,1,NA
21,Kentucky,KY,2024,rel_score_home,CL,relative,Living at Home: Relative,94.42442768882876,NA,94.42442768882876,higher_better,none,1,NA
22,Louisiana,LA,2024,rel_score_home,CL,relative,Living at Home: Relative,94.19457259896501,NA,94.19457259896501,higher_better,none,1,NA
23,Maine,ME,2024,rel_score_home,CL,relative,Living at Home: Relative,92.08169619877403,NA,92.08169619877403,higher_better,none,1,NA
24,Maryland,MD,2024,rel_score_home,CL,relative,Living at Home: Relative,93.15180072996971,NA,93.15180072996971,higher_better,none,1,NA
25,Massachusetts,MA,2024,rel_score_home,CL,relative,Living at Home: Relative,91.44355283046362,NA,91.44355283046362,higher_better,none,1,NA
26,Michigan,MI,2024,rel_score_home,CL,relative,Living at Home: Relative,93.76993211734877,NA,93.76993211734877,higher_better,none,1,NA
27,Minnesota,MN,2024,rel_score_home,CL,relative,Living at Home: Relative,90.14870190296146,NA,90.14870190296146,higher_better,none,1,NA
28,Mississippi,MS,2024,rel_score_home,CL,relative,Living at Home: Relative,94.25101658232349,NA,94.25101658232349,higher_better,none,1,NA
29,Missouri,MO,2024,rel_score_home,CL,relative,Living at Home: Relative,92.98939097705872,NA,92.98939097705872,higher_better,none,1,NA
30,Montana,MT,2024,rel_score_home,CL,relative,Living at Home: Relative,92.73210221973513,NA,92.73210221973513,higher_better,none,1,NA
31,Nebraska,NE,2024,rel_score_home,CL,relative,Living at Home: Relative,92.59715459868293,NA,92.59715459868293,higher_better,none,1,NA
32,Nevada,NV,2024,rel_score_home,CL,relative,Living at Home: Relative,96.97347812784088,NA,96.97347812784088,higher_better,none,1,NA
33,New Hampshire,NH,2024,rel_score_home,CL,relative,Living at Home: Relative,91.53629203933028,NA,91.53629203933028,higher_better,none,1,NA
34,New Jersey,NJ,2024,rel_score_home,CL,relative,Living at Home: Relative,93.85259495657193,NA,93.85259495657193,higher_better,none,1,NA
35,New Mexico,NM,2024,rel_score_home,CL,relative,Living at Home: Relative,95.21677272490558,NA,95.21677272490558,higher_better,none,1,NA
36,New York,NY,2024,rel_score_home,CL,relative,Living at Home: Relative,91.379034373762,NA,91.379034373762,higher_better,none,1,NA
37,North Carolina,NC,2024,rel_score_home,CL,relative,Living at Home: Relative,94.07484697553924,NA,94.07484697553924,higher_better,none,1,NA
38,North Dakota,ND,2024,rel_score_home,CL,relative,Living at Home: Relative,89.38016270693015,NA,89.38016270693015,higher_better,none,1,NA
39,Ohio,OH,2024,rel_score_home,CL,relative,Living at Home: Relative,92.68417923628424,NA,92.68417923628424,higher_better,none,1,NA
40,Oklahoma,OK,2024,rel_score_home,CL,relative,Living at Home: Relative,93.83653688107391,NA,93.83653688107391,higher_better,none,1,NA
41,Oregon,OR,2024,rel_score_home,CL,relative,Living at Home: Relative,92.69315887787354,NA,92.69315887787354,higher_better,none,1,NA
42,Pennsylvania,PA,2024,rel_score_home,CL,relative,Living at Home: Relative,91.953331936874,NA,91.953331936874,higher_better,none,1,NA
44,Rhode Island,RI,2024,rel_score_home,CL,relative,Living at Home: Relative,90.37875764821011,NA,90.37875764821011,higher_better,none,1,NA
45,South Carolina,SC,2024,rel_score_home,CL,relative,Living at Home: Relative,94.62510247078501,NA,94.62510247078501,higher_better,none,1,NA
46,South Dakota,SD,2024,rel_score_home,CL,relative,Living at Home: Relative,87.49869978582734,NA,87.49869978582734,higher_better,none,1,NA
47,Tennessee,TN,2024,rel_score_home,CL,relative,Living at Home: Relative,94.56995478156516,NA,94.56995478156516,higher_better,none,1,NA
48,Texas,TX,2024,rel_score_home,CL,relative,Living at Home: Relative,94.0510648592337,NA,94.0510648592337,higher_better,none,1,NA
49,Utah,UT,2024,rel_score_home,CL,relative,Living at Home: Relative,94.69093913797938,NA,94.69093913797938,higher_better,none,1,NA
50,Vermont,VT,2024,rel_score_home,CL,relative,Living at Home: Relative,90.66260878558593,NA,90.66260878558593,higher_better,none,1,NA
51,Virginia,VA,2024,rel_score_home,CL,relative,Living at Home: Relative,93.88725320700227,NA,93.88725320700227,higher_better,none,1,NA
53,Washington,WA,2024,rel_score_home,CL,relative,Living at Home: Relative,94.02544357236299,NA,94.02544357236299,higher_better,none,1,NA
54,West Virginia,WV,2024,rel_score_home,CL,relative,Living at Home: Relative,94.5550437026956,NA,94.5550437026956,higher_better,none,1,NA
55,Wisconsin,WI,2024,rel_score_home,CL,relative,Living at Home: Relative,92.60518738550215,NA,92.60518738550215,higher_better,none,1,NA
56,Wyoming,WY,2024,rel_score_home,CL,relative,Living at Home: Relative,94.64756621460903,NA,94.64756621460903,higher_better,none,1,NA
72,Puerto Rico,PR,2024,rel_score_home,CL,relative,Living at Home: Relative,NA,NA,NA,higher_better,none,1,NA
000,United States,USA,2024,eq_score_home,CL,equity,Living at Home: Equity,93.2272772565292,98.2381403327522,5.010863076222989,lower_better,none,1,NA
01,Alabama,AL,2024,eq_score_home,CL,equity,Living at Home: Equity,94.44834126502329,97.8540590775011,3.4057178124778176,lower_better,none,1,NA
02,Alaska,AK,2024,eq_score_home,CL,equity,Living at Home: Equity,93.55161212894984,96.17446698464795,2.622854855698108,lower_better,none,1,NA
04,Arizona,AZ,2024,eq_score_home,CL,equity,Living at Home: Equity,94.8501376503997,98.29458872950293,3.4444510791032315,lower_better,none,1,NA
05,Arkansas,AR,2024,eq_score_home,CL,equity,Living at Home: Equity,94.98973373058253,97.80151377188197,2.8117800412994427,lower_better,none,1,NA
06,California,CA,2024,eq_score_home,CL,equity,Living at Home: Equity,92.65770112711913,98.4834846776842,5.8257835505650775,lower_better,none,1,NA
08,Colorado,CO,2024,eq_score_home,CL,equity,Living at Home: Equity,93.03999916479417,98.52543915420775,5.485439989413578,lower_better,none,1,NA
09,Connecticut,CT,2024,eq_score_home,CL,equity,Living at Home: Equity,91.22856785410545,98.03510875625787,6.80654090215242,lower_better,none,1,NA
10,Delaware,DE,2024,eq_score_home,CL,equity,Living at Home: Equity,94.65600325569815,98.23849758825065,3.5824943325525,lower_better,none,1,NA
11,District of Columbia,DC,2024,eq_score_home,CL,equity,Living at Home: Equity,89.29249636252004,95.73489730384098,6.44240094132094,lower_better,none,1,NA
12,Florida,FL,2024,eq_score_home,CL,equity,Living at Home: Equity,93.83130178467904,98.5365411699504,4.705239385271355,lower_better,none,1,NA
13,Georgia,GA,2024,eq_score_home,CL,equity,Living at Home: Equity,94.60674137219534,98.20244241729822,3.595701045102871,lower_better,none,1,NA
15,Hawaii,HI,2024,eq_score_home,CL,equity,Living at Home: Equity,93.09667764970881,97.83807978728672,4.741402137577907,lower_better,none,1,NA
16,Idaho,ID,2024,eq_score_home,CL,equity,Living at Home: Equity,94.03616653878525,97.98978090965626,3.9536143708710085,lower_better,none,1,NA
17,Illinois,IL,2024,eq_score_home,CL,equity,Living at Home: Equity,92.33401663923912,98.5091529387903,6.17513629955117,lower_better,none,1,NA
18,Indiana,IN,2024,eq_score_home,CL,equity,Living at Home: Equity,93.15297626233739,98.11615815096862,4.963181888631226,lower_better,none,1,NA
19,Iowa,IA,2024,eq_score_home,CL,equity,Living at Home: Equity,90.5347821549219,97.89484566868629,7.360063513764388,lower_better,none,1,NA
20,Kansas,KS,2024,eq_score_home,CL,equity,Living at Home: Equity,91.04185826373187,98.05425330084863,7.012395037116761,lower_better,none,1,NA
21,Kentucky,KY,2024,eq_score_home,CL,equity,Living at Home: Equity,94.42442768882876,97.99055046017222,3.5661227713434585,lower_better,none,1,NA
22,Louisiana,LA,2024,eq_score_home,CL,equity,Living at Home: Equity,94.19457259896501,97.94498604156253,3.7504134425975195,lower_better,none,1,NA
23,Maine,ME,2024,eq_score_home,CL,equity,Living at Home: Equity,92.08169619877403,98.05614009444908,5.974443895675051,lower_better,none,1,NA
24,Maryland,MD,2024,eq_score_home,CL,equity,Living at Home: Equity,93.15180072996971,98.56808547830043,5.416284748330725,lower_better,none,1,NA
25,Massachusetts,MA,2024,eq_score_home,CL,equity,Living at Home: Equity,91.44355283046362,97.27278184865095,5.829229018187334,lower_better,none,1,NA
26,Michigan,MI,2024,eq_score_home,CL,equity,Living at Home: Equity,93.76993211734877,98.5842717552025,4.81433963785372,lower_better,none,1,NA
27,Minnesota,MN,2024,eq_score_home,CL,equity,Living at Home: Equity,90.14870190296146,98.62445328507164,8.475751382110175,lower_better,none,1,NA
28,Mississippi,MS,2024,eq_score_home,CL,equity,Living at Home: Equity,94.25101658232349,97.52213736208542,3.2711207797619295,lower_better,none,1,NA
29,Missouri,MO,2024,eq_score_home,CL,equity,Living at Home: Equity,92.98939097705872,98.1563556401113,5.166964663052582,lower_better,none,1,NA
30,Montana,MT,2024,eq_score_home,CL,equity,Living at Home: Equity,92.73210221973513,98.19833437572007,5.46623215598494,lower_better,none,1,NA
31,Nebraska,NE,2024,eq_score_home,CL,equity,Living at Home: Equity,92.59715459868293,98.32893692594882,5.73178232726589,lower_better,none,1,NA
32,Nevada,NV,2024,eq_score_home,CL,equity,Living at Home: Equity,96.97347812784088,99.16792834469413,2.194450216853255,lower_better,none,1,NA
33,New Hampshire,NH,2024,eq_score_home,CL,equity,Living at Home: Equity,91.53629203933028,97.94975999910366,6.413467959773385,lower_better,none,1,NA
34,New Jersey,NJ,2024,eq_score_home,CL,equity,Living at Home: Equity,93.85259495657193,98.72096984072411,4.868374884152175,lower_better,none,1,NA
35,New Mexico,NM,2024,eq_score_home,CL,equity,Living at Home: Equity,95.21677272490558,98.54571870473823,3.3289459798326533,lower_better,none,1,NA
36,New York,NY,2024,eq_score_home,CL,equity,Living at Home: Equity,91.379034373762,97.67709930400139,6.298064930239391,lower_better,none,1,NA
37,North Carolina,NC,2024,eq_score_home,CL,equity,Living at Home: Equity,94.07484697553924,97.93939139750026,3.864544421961014,lower_better,none,1,NA
38,North Dakota,ND,2024,eq_score_home,CL,equity,Living at Home: Equity,89.38016270693015,97.36087008788141,7.980707380951259,lower_better,none,1,NA
39,Ohio,OH,2024,eq_score_home,CL,equity,Living at Home: Equity,92.68417923628424,98.40255332278579,5.718374086501555,lower_better,none,1,NA
40,Oklahoma,OK,2024,eq_score_home,CL,equity,Living at Home: Equity,93.83653688107391,97.79172037843014,3.9551834973562308,lower_better,none,1,NA
41,Oregon,OR,2024,eq_score_home,CL,equity,Living at Home: Equity,92.69315887787354,98.55867262113298,5.8655137432594415,lower_better,none,1,NA
42,Pennsylvania,PA,2024,eq_score_home,CL,equity,Living at Home: Equity,91.953331936874,97.53802763777652,5.584695700902529,lower_better,none,1,NA
44,Rhode Island,RI,2024,eq_score_home,CL,equity,Living at Home: Equity,90.37875764821011,96.88615174473854,6.507394096528429,lower_better,none,1,NA
45,South Carolina,SC,2024,eq_score_home,CL,equity,Living at Home: Equity,94.62510247078501,97.86873724986694,3.2436347790819298,lower_better,none,1,NA
46,South Dakota,SD,2024,eq_score_home,CL,equity,Living at Home: Equity,87.49869978582734,97.83847107355102,10.339771287723678,lower_better,none,1,NA
47,Tennessee,TN,2024,eq_score_home,CL,equity,Living at Home: Equity,94.56995478156516,98.50524242022723,3.935287638662075,lower_better,none,1,NA
48,Texas,TX,2024,eq_score_home,CL,equity,Living at Home: Equity,94.0510648592337,98.52530275193878,4.4742378927050765,lower_better,none,1,NA
49,Utah,UT,2024,eq_score_home,CL,equity,Living at Home: Equity,94.69093913797938,98.84733734899496,4.156398211015571,lower_better,none,1,NA
50,Vermont,VT,2024,eq_score_home,CL,equity,Living at Home: Equity,90.66260878558593,97.11015621452444,6.447547428938506,lower_better,none,1,NA
51,Virginia,VA,2024,eq_score_home,CL,equity,Living at Home: Equity,93.88725320700227,97.78707639864712,3.899823191644842,lower_better,none,1,NA
53,Washington,WA,2024,eq_score_home,CL,equity,Living at Home: Equity,94.02544357236299,98.66790194175269,4.642458369389701,lower_better,none,1,NA
54,West Virginia,WV,2024,eq_score_home,CL,equity,Living at Home: Equity,94.5550437026956,97.69228384624458,3.137240143548979,lower_better,none,1,NA
55,Wisconsin,WI,2024,eq_score_home,CL,equity,Living at Home: Equity,92.60518738550215,98.35632830690419,5.75114092140204,lower_better,none,1,NA
56,Wyoming,WY,2024,eq_score_home,CL,equity,Living at Home: Equity,94.64756621460903,98.16527555654321,3.5177093419341787,lower_better,none,1,NA
72,Puerto Rico,PR,2024,eq_score_home,CL,equity,Living at Home: Equity,NA,NA,NA,lower_better,none,1,NA
000,United States,USA,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,2.204780685499145,NA,2.204780685499145,lower_better,none,1,NA
01,Alabama,AL,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,1.124601757991345,NA,1.124601757991345,lower_better,none,1,NA
02,Alaska,AK,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,3.6949302478723514,NA,3.6949302478723514,lower_better,none,1,NA
04,Arizona,AZ,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,1.9253902656682333,NA,1.9253902656682333,lower_better,none,1,NA
05,Arkansas,AR,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,1.0144577264344143,NA,1.0144577264344143,lower_better,none,1,NA
06,California,CA,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,3.840992515443405,NA,3.840992515443405,lower_better,none,1,NA
08,Colorado,CO,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,2.1530948148372215,NA,2.1530948148372215,lower_better,none,1,NA
09,Connecticut,CT,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,3.5764832429627003,NA,3.5764832429627003,lower_better,none,1,NA
10,Delaware,DE,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,1.4587429505487155,NA,1.4587429505487155,lower_better,none,1,NA
11,District of Columbia,DC,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,5.766337922499579,NA,5.766337922499579,lower_better,none,1,NA
12,Florida,FL,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,1.4381458741635422,NA,1.4381458741635422,lower_better,none,1,NA
13,Georgia,GA,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,1.2424211085193257,NA,1.2424211085193257,lower_better,none,1,NA
15,Hawaii,HI,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,3.4580482120155596,NA,3.4580482120155596,lower_better,none,1,NA
16,Idaho,ID,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,1.481220482618531,NA,1.481220482618531,lower_better,none,1,NA
17,Illinois,IL,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,1.8932052536571697,NA,1.8932052536571697,lower_better,none,1,NA
18,Indiana,IN,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,1.3222430681710415,NA,1.3222430681710415,lower_better,none,1,NA
19,Iowa,IA,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,2.1217371125033684,NA,2.1217371125033684,lower_better,none,1,NA
20,Kansas,KS,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,2.377049719722469,NA,2.377049719722469,lower_better,none,1,NA
21,Kentucky,KY,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,1.2526251917623914,NA,1.2526251917623914,lower_better,none,1,NA
22,Louisiana,LA,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,1.3496221589698527,NA,1.3496221589698527,lower_better,none,1,NA
23,Maine,ME,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,2.3804395376561356,NA,2.3804395376561356,lower_better,none,1,NA
24,Maryland,MD,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,2.1586598326471975,NA,2.1586598326471975,lower_better,none,1,NA
25,Massachusetts,MA,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,3.636690887120416,NA,3.636690887120416,lower_better,none,1,NA
26,Michigan,MI,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,1.9564754405161908,NA,1.9564754405161908,lower_better,none,1,NA
27,Minnesota,MN,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,4.073621729775694,NA,4.073621729775694,lower_better,none,1,NA
28,Mississippi,MS,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,1.160107098283474,NA,1.160107098283474,lower_better,none,1,NA
29,Missouri,MO,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,1.5158411495585788,NA,1.5158411495585788,lower_better,none,1,NA
30,Montana,MT,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,2.3923894795747063,NA,2.3923894795747063,lower_better,none,1,NA
31,Nebraska,NE,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,2.0599153852733436,NA,2.0599153852733436,lower_better,none,1,NA
32,Nevada,NV,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,0.7663180104561855,NA,0.7663180104561855,lower_better,none,1,NA
33,New Hampshire,NH,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,2.6814636007021253,NA,2.6814636007021253,lower_better,none,1,NA
34,New Jersey,NJ,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,1.8481488652004767,NA,1.8481488652004767,lower_better,none,1,NA
35,New Mexico,NM,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,1.6526602303574993,NA,1.6526602303574993,lower_better,none,1,NA
36,New York,NY,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,4.005214144210148,NA,4.005214144210148,lower_better,none,1,NA
37,North Carolina,NC,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,1.8550759398913856,NA,1.8550759398913856,lower_better,none,1,NA
38,North Dakota,ND,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,2.4100077190374285,NA,2.4100077190374285,lower_better,none,1,NA
39,Ohio,OH,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,1.6968025348175315,NA,1.6968025348175315,lower_better,none,1,NA
40,Oklahoma,OK,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,1.2204767006842194,NA,1.2204767006842194,lower_better,none,1,NA
41,Oregon,OR,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,3.9438940883146105,NA,3.9438940883146105,lower_better,none,1,NA
42,Pennsylvania,PA,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,2.278835240253097,NA,2.278835240253097,lower_better,none,1,NA
44,Rhode Island,RI,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,3.575585185830593,NA,3.575585185830593,lower_better,none,1,NA
45,South Carolina,SC,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,1.645826351158923,NA,1.645826351158923,lower_better,none,1,NA
46,South Dakota,SD,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,3.787151337824163,NA,3.787151337824163,lower_better,none,1,NA
47,Tennessee,TN,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,1.5396660681808683,NA,1.5396660681808683,lower_better,none,1,NA
48,Texas,TX,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,1.1859893582486853,NA,1.1859893582486853,lower_better,none,1,NA
49,Utah,UT,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,2.169761871325527,NA,2.169761871325527,lower_better,none,1,NA
50,Vermont,VT,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,5.2106024059998095,NA,5.2106024059998095,lower_better,none,1,NA
51,Virginia,VA,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,1.7803716067578232,NA,1.7803716067578232,lower_better,none,1,NA
53,Washington,WA,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,2.92316875631791,NA,2.92316875631791,lower_better,none,1,NA
54,West Virginia,WV,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,0.9275274624155717,NA,0.9275274624155717,lower_better,none,1,NA
55,Wisconsin,WI,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,2.8151380287455425,NA,2.8151380287455425,lower_better,none,1,NA
56,Wyoming,WY,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,1.1794300996127005,NA,1.1794300996127005,lower_better,none,1,NA
72,Puerto Rico,PR,2024,rel_score_noninstgroupquarters,CL,relative,Living in Non-Institutionalized Group Quarters: Relative,NA,NA,NA,lower_better,none,1,NA
000,United States,USA,2024,eq_score_noninstgroupquarters,CL,equity,Living in Non-Institutionalized Group Quarters: Equity,2.204780685499145,1.2345876874369317,-0.9701929980622133,lower_better,none,1,NA
01,Alabama,AL,2024,eq_score_noninstgroupquarters,CL,equity,Living in Non-Institutionalized Group Quarters: Equity,1.124601757991345,1.4680185688669256,0.3434168108755806,lower_better,none,1,NA
02,Alaska,AK,2024,eq_score_noninstgroupquarters,CL,equity,Living in Non-Institutionalized Group Quarters: Equity,3.6949302478723514,3.0954142209181588,-0.5995160269541926,lower_better,none,1,NA
04,Arizona,AZ,2024,eq_score_noninstgroupquarters,CL,equity,Living in Non-Institutionalized Group Quarters: Equity,1.9253902656682333,0.8722303581712877,-1.0531599074969455,lower_better,none,1,NA
05,Arkansas,AR,2024,eq_score_noninstgroupquarters,CL,equity,Living in Non-Institutionalized Group Quarters: Equity,1.0144577264344143,1.1962369265361703,0.18177920010175597,lower_better,none,1,NA
06,California,CA,2024,eq_score_noninstgroupquarters,CL,equity,Living in Non-Institutionalized Group Quarters: Equity,3.840992515443405,1.1051687860678137,-2.735823729375591,lower_better,none,1,NA
08,Colorado,CO,2024,eq_score_noninstgroupquarters,CL,equity,Living in Non-Institutionalized Group Quarters: Equity,2.1530948148372215,1.0881796275165743,-1.0649151873206473,lower_better,none,1,NA
09,Connecticut,CT,2024,eq_score_noninstgroupquarters,CL,equity,Living in Non-Institutionalized Group Quarters: Equity,3.5764832429627003,1.6329269244352413,-1.943556318527459,lower_better,none,1,NA
10,Delaware,DE,2024,eq_score_noninstgroupquarters,CL,equity,Living in Non-Institutionalized Group Quarters: Equity,1.4587429505487155,1.3148275479117346,-0.14391540263698088,lower_better,none,1,NA
11,District of Columbia,DC,2024,eq_score_noninstgroupquarters,CL,equity,Living in Non-Institutionalized Group Quarters: Equity,5.766337922499579,4.021525346870556,-1.7448125756290231,lower_better,none,1,NA
12,Florida,FL,2024,eq_score_noninstgroupquarters,CL,equity,Living in Non-Institutionalized Group Quarters: Equity,1.4381458741635422,0.901154525981784,-0.5369913481817582,lower_better,none,1,NA
13,Georgia,GA,2024,eq_score_noninstgroupquarters,CL,equity,Living in Non-Institutionalized Group Quarters: Equity,1.2424211085193257,1.025080482642124,-0.2173406258772017,lower_better,none,1,NA
15,Hawaii,HI,2024,eq_score_noninstgroupquarters,CL,equity,Living in Non-Institutionalized Group Quarters: Equity,3.4580482120155596,1.9261871622596158,-1.5318610497559437,lower_better,none,1,NA
16,Idaho,ID,2024,eq_score_noninstgroupquarters,CL,equity,Living in Non-Institutionalized Group Quarters: Equity,1.481220482618531,1.4751252356322928,-0.00609524698623809,lower_better,none,1,NA
17,Illinois,IL,2024,eq_score_noninstgroupquarters,CL,equity,Living in Non-Institutionalized Group Quarters: Equity,1.8932052536571697,0.9889322801864235,-0.9042729734707462,lower_better,none,1,NA
18,Indiana,IN,2024,eq_score_noninstgroupquarters,CL,equity,Living in Non-Institutionalized Group Quarters: Equity,1.3222430681710415,1.2793479361972038,-0.04289513197383776,lower_better,none,1,NA
19,Iowa,IA,2024,eq_score_noninstgroupquarters,CL,equity,Living in Non-Institutionalized Group Quarters: Equity,2.1217371125033684,1.694004316689858,-0.4277327958135104,lower_better,none,1,NA
